feature,importance_mean,importance_std
q_b,6.069073703536592,1.4249469485090283
q_a,5.19066268915837,1.2121986798146343
q_e,1.4760866658016252,0.38550723994005087
q_f,0.5006390615503677,0.16495478265287714
q_d,0.10599067718865356,0.05010728366400563
