category,target,k,features,R2,Q2,RMSE,CV,equation
azoarene_ridge_a0.3,ln(kobs),3,ar2_Ar_HOMO|ar1_q_a|ar2_Ar_Ster_B5,0.6494181680414677,0.4588981862991586,2.623104045425823,LOOCV,ln(kobs) = -22.26 + 72.89*ar2_Ar_HOMO - 50.65*ar1_q_a + 1.35*ar2_Ar_Ster_B5
azoarene_ridge_a0.3,ln(kobs),3,ar2_Ar_HOMO|ar1_q_a|ar2_sterimol_B5,0.6494181680414677,0.4588981862991586,2.623104045425823,LOOCV,ln(kobs) = -22.26 + 72.89*ar2_Ar_HOMO - 50.65*ar1_q_a + 1.35*ar2_sterimol_B5
azoarene_ridge_a0.3,ln(kobs),3,ar2_homo_hartree|ar1_q_a|ar2_Ar_Ster_B5,0.6494181680414677,0.4588981862991586,2.623104045425823,LOOCV,ln(kobs) = -22.26 + 72.89*ar2_homo_hartree - 50.65*ar1_q_a + 1.35*ar2_Ar_Ster_B5
azoarene_ridge_a0.3,ln(kobs),3,ar2_homo_hartree|ar1_q_a|ar2_sterimol_B5,0.6494181680414677,0.4588981862991586,2.623104045425823,LOOCV,ln(kobs) = -22.26 + 72.89*ar2_homo_hartree - 50.65*ar1_q_a + 1.35*ar2_sterimol_B5
azoarene_ridge_a0.3,ln(kobs),4,ar2_Ar_HOMO|ar1_q_a|ar2_Ar_Ster_B5|ar2_sterimol_B5,0.6494180557609912,0.4588582943771088,2.6231044654751834,LOOCV,ln(kobs) = -22.39 + 72.66*ar2_Ar_HOMO - 50.68*ar1_q_a + 0.68*ar2_Ar_Ster_B5 + 0.68*ar2_sterimol_B5
azoarene_ridge_a0.3,ln(kobs),4,ar2_homo_hartree|ar1_q_a|ar2_Ar_Ster_B5|ar2_sterimol_B5,0.6494180557609912,0.4588582943771088,2.6231044654751834,LOOCV,ln(kobs) = -22.39 + 72.66*ar2_homo_hartree - 50.68*ar1_q_a + 0.68*ar2_Ar_Ster_B5 + 0.68*ar2_sterimol_B5
azoarene_ridge_a0.3,ln(kobs),4,ar2_Ar_HOMO|ar2_homo_hartree|ar1_q_a|ar2_Ar_Ster_B5,0.6494246811099719,0.45780549974188034,2.6230796794517013,LOOCV,ln(kobs) = -21.95 + 36.77*ar2_Ar_HOMO + 36.77*ar2_homo_hartree - 50.54*ar1_q_a + 1.34*ar2_Ar_Ster_B5
azoarene_ridge_a0.3,ln(kobs),4,ar2_Ar_HOMO|ar2_homo_hartree|ar1_q_a|ar2_sterimol_B5,0.6494246811099719,0.45780549974188034,2.6230796794517013,LOOCV,ln(kobs) = -21.95 + 36.77*ar2_Ar_HOMO + 36.77*ar2_homo_hartree - 50.54*ar1_q_a + 1.34*ar2_sterimol_B5
azoarene_ridge_a0.3,ln(kobs),5,ar2_Ar_HOMO|ar2_homo_hartree|ar1_q_a|ar2_Ar_Ster_B5|ar2_sterimol_B5,0.649430574974403,0.457771306128233,2.6230576297805337,LOOCV,ln(kobs) = -22.08 + 36.66*ar2_Ar_HOMO + 36.66*ar2_homo_hartree - 50.56*ar1_q_a + 0.68*ar2_Ar_Ster_B5 + 0.68*ar2_sterimol_B5
azoarene_ridge_a0.3,ln(kobs),4,ar2_Ar_HOMO|ar1_q_a|ar2_Ar_Ster_B5|ar1_nbo_q_a,0.6691459716285826,0.45089906119553014,2.548232366339855,LOOCV,ln(kobs) = -90.66 + 73.53*ar2_Ar_HOMO - 34.54*ar1_q_a + 1.23*ar2_Ar_Ster_B5 - 110.71*ar1_nbo_q_a
