k,features,R2,Q2,RMSE,sampled
5,Ar1_v_C=O|Ar2_v_C=O|Ar1_NBO_-O|Ar2_I_C=O|sum_enthalpy_hartree,0.9678579872266361,0.887045500352003,0.333571861962154,0
5,Ar1_LUMO|Ar1_v_C=O|Ar2_NBO_=O|Ar1_NBO_C2|Ar2_I_C=O,0.9586426603024024,0.8870206513173049,0.3783808705035984,0
5,Ar1_LUMO|Ar2_LUMO|Ar2_v_C=O|Ar2_NBO_C2|Ar2_I_C=O,0.9635902770612267,0.8869370865495037,0.3550271462507683,0
4,Ar2_LUMO|sum_homo_hartree|Entry|sum_enthalpy_hartree,0.9463566317884443,0.8868940452634527,0.4309341323282404,0
5,Ar1_LUMO|sum_homo_hartree|Ar1_v_C=O|Ar1_NBO_-O|Entry,0.9547296232252497,0.8868727748631163,0.3958766887235883,0
4,Ar1_LUMO|Ar2_v_C=O|Ar1_HOMO|sum_enthalpy_hartree,0.9615507732785107,0.8868271448989853,0.3648351547566533,0
4,Ar1_LUMO|Ar2_v_C=O|Ar1_HOMO|Ar2_I_C=O,0.9653000375096874,0.8867548619642733,0.3465910766326218,0
5,Ar2_LUMO|prod_homo_hartree|Ar1_v_C=O|Ar1_HOMO|ar2_enthalpy_hartree,0.9699703025097174,0.8867219813180859,0.3224247361453756,0
4,Ar1_LUMO|Ar2_v_C=O|Ar1_NBO_C2|Ar2_I_C=O,0.9601889569121067,0.8867160614882483,0.37123990494787235,0
3,Ar1_v_C=O|Ar2_NBO_-O|Ar1_I_C=O,0.9490448644551851,0.8866825814325171,0.41999764482760743,0
5,Ar2_LUMO|Ar1_HOMO|Ar2_NBO_-O|Entry|sum_enthalpy_hartree,0.9699363038853211,0.8866324472456018,0.32260720379355523,0
5,Ar2_LUMO|sum_homo_hartree|Ar1_v_C=O|Ar1_NBO_C2|Ar1_I_C=O,0.9684843882811953,0.8863060988614473,0.33030545419575086,0
5,Ar1_LUMO|Ar2_LUMO|prod_homo_hartree|Ar1_v_C=O|ar2_enthalpy_hartree,0.9700082220567025,0.8861630557341325,0.3222211033584242,0
5,Ar1_LUMO|Ar2_LUMO|Ar1_HOMO|Entry|sum_enthalpy_hartree,0.9574799162813609,0.8860923685019914,0.38366301021396876,0
4,Ar2_LUMO|sum_homo_hartree|Ar1_v_C=O|Ar1_NBO_C2,0.9530697742871198,0.8860215639687994,0.40306881258647265,0
5,Ar1_LUMO|Ar2_NBO_=O|Ar1_HOMO|Ar2_NBO_C2|Ar2_I_C=O,0.9653208943175515,0.8859829249045966,0.34648689971806423,0
5,Ar1_v_C=O|Ar2_v_C=O|Ar2_NBO_-O|Ar2_NBO_C2|Ar1_I_C=O,0.9633186354003285,0.8859106361120859,0.35634905900167774,0
4,Ar2_LUMO|prod_homo_hartree|Entry|sum_enthalpy_hartree,0.9452573294200552,0.8857881408165155,0.43532726129490856,0
5,Ar2_LUMO|prod_homo_hartree|Ar2_HOMO|Ar2_NBO_C2|Entry,0.9521337664300917,0.8857856578416946,0.4070685051036573,0
5,Ar2_LUMO|prod_homo_hartree|Ar1_HOMO|Ar1_NBO_-O|Entry,0.9696170535476858,0.8857603920457421,0.3243155845249592,0
4,Ar1_LUMO|Ar2_LUMO|Ar2_v_C=O|ar2_enthalpy_hartree,0.9642831900936039,0.885649051934138,0.3516326597276218,0
5,Ar1_LUMO|Ar1_v_C=O|Ar2_NBO_=O|Ar2_NBO_-O|Ar2_I_C=O,0.9702089185247469,0.8854837620070183,0.3211411876055954,0
5,Ar1_LUMO|Ar1_HOMO|Entry|ar2_enthalpy_hartree|sum_enthalpy_hartree,0.9564400790628611,0.8853700345126378,0.38832595223865696,0
5,Ar2_LUMO|Ar1_HOMO|Entry|ar2_enthalpy_hartree|sum_enthalpy_hartree,0.9566863656930394,0.8851213034320211,0.3872266038303892,0
5,Ar1_v_C=O|Ar2_v_C=O|Ar1_NBO_-O|ar2_enthalpy_hartree|Ar1_I_C=O,0.9678195079884145,0.8851085125155611,0.3337714722347593,0
5,Ar1_LUMO|Ar2_LUMO|Ar1_v_C=O|Ar2_HOMO|ar2_enthalpy_hartree,0.9699059294546503,0.8850537441228231,0.32277013346602185,0
5,Ar2_LUMO|prod_homo_hartree|Ar1_v_C=O|Ar2_HOMO|sum_enthalpy_hartree,0.9674327110946171,0.885022185265579,0.3357713817538351,0
5,Ar2_LUMO|prod_homo_hartree|Ar1_v_C=O|Ar2_NBO_-O|Entry,0.9676153637240825,0.8849487621398582,0.33482847614187755,0
5,Ar1_LUMO|Ar2_LUMO|Ar1_v_C=O|Ar1_HOMO|ar2_enthalpy_hartree,0.970037174566214,0.8848319231813527,0.3220655380210734,0
5,Ar1_LUMO|Ar1_v_C=O|Ar2_v_C=O|Ar1_NBO_C2|Ar1_I_C=O,0.9649436427457714,0.8848134599500175,0.3483664055564821,0
5,Ar2_LUMO|prod_homo_hartree|sum_homo_hartree|Ar1_v_C=O|Ar2_NBO_C2,0.9691859496550818,0.8848078290620347,0.32660833852600935,0
5,Ar1_LUMO|Ar1_v_C=O|Ar2_HOMO|Entry|Ar1_I_C=O,0.9606195004369594,0.8847577826746198,0.36922702839133537,0
5,Ar2_v_C=O|Ar1_NBO_-O|Ar2_NBO_C2|Ar1_NBO_C2|Ar2_I_C=O,0.9620428542930732,0.8847224732232237,0.3624930196314543,0
5,Ar2_LUMO|Ar1_v_C=O|Ar2_HOMO|Entry|Ar2_I_C=O,0.9734264919369588,0.8846338682689476,0.3033034287795805,0
4,Ar1_LUMO|Ar2_v_C=O|Ar2_NBO_C2|ar2_enthalpy_hartree,0.9652950490165215,0.8846048126653877,0.346615988836528,0
5,Ar2_LUMO|prod_homo_hartree|Ar2_HOMO|Entry|sum_enthalpy_hartree,0.9575083372708261,0.884419077538827,0.38353476605103065,0
5,Ar2_LUMO|prod_homo_hartree|Ar2_v_C=O|Ar2_HOMO|sum_enthalpy_hartree,0.9711184512207568,0.884213650621573,0.3162009087881075,0
5,Ar1_LUMO|Ar1_v_C=O|Ar1_NBO_=O|ar2_enthalpy_hartree|sum_enthalpy_hartree,0.9710292349256976,0.8841413787390558,0.31668891103654856,0
5,Ar1_LUMO|Ar1_v_C=O|Ar2_v_C=O|Entry|ar2_enthalpy_hartree,0.9713472247380697,0.8841075507613396,0.3149460901035853,0
5,Ar2_LUMO|Ar1_v_C=O|Ar1_NBO_-O|Ar2_NBO_C2|sum_enthalpy_hartree,0.9690126994827069,0.8839937463679297,0.3275252195712523,0
5,Ar1_v_C=O|Ar2_NBO_-O|Ar2_I_C=O|ar2_enthalpy_hartree|Ar1_I_C=O,0.9691604660400547,0.8839868200120885,0.326743365257994,0
5,prod_homo_hartree|sum_homo_hartree|Ar1_v_C=O|Ar2_NBO_=O|sum_enthalpy_hartree,0.9653825685153853,0.883818461981141,0.346178662083853,0
5,Ar1_LUMO|Ar2_LUMO|Ar1_v_C=O|Ar2_v_C=O|ar2_enthalpy_hartree,0.9701982370193107,0.8837550119366733,0.3211987545643633,0
5,Ar2_LUMO|Ar1_v_C=O|Ar2_HOMO|Ar2_I_C=O|ar2_enthalpy_hartree,0.9829088706166533,0.8837390906380762,0.24324182624631238,0
5,prod_homo_hartree|Ar2_NBO_=O|Ar1_NBO_C2|Entry|Ar1_I_C=O,0.958134985915857,0.8836869490735109,0.38069615920342037,0
4,Ar1_LUMO|sum_homo_hartree|Ar2_v_C=O|ar2_enthalpy_hartree,0.9612504200095132,0.8836752445877751,0.3662573714366526,0
4,Ar1_LUMO|prod_homo_hartree|Ar2_v_C=O|ar2_enthalpy_hartree,0.9611756856176643,0.8836245788999821,0.36661039251285243,0
5,Ar2_v_C=O|Ar1_NBO_-O|Ar2_NBO_-O|Ar2_I_C=O|sum_enthalpy_hartree,0.9655217074745056,0.8836146259957015,0.3454822580774143,0
5,Ar1_LUMO|Ar2_LUMO|sum_homo_hartree|Ar1_v_C=O|ar2_enthalpy_hartree,0.9699612894479076,0.8835950307501174,0.3224731185184666,0
5,Ar1_v_C=O|Ar2_NBO_-O|Ar2_NBO_C2|Ar2_I_C=O|ar2_enthalpy_hartree,0.9656362874687204,0.8835225597905629,0.34490771834528927,0
5,Ar2_LUMO|Ar1_v_C=O|Ar1_HOMO|Ar1_I_C=O|sum_enthalpy_hartree,0.9858019091906653,0.8834651762119118,0.22170110066870125,0
4,Ar2_LUMO|Ar2_v_C=O|Ar1_NBO_=O|Ar2_I_C=O,0.9652947036717127,0.8833950297839032,0.34661771339932435,0
4,Ar1_LUMO|Ar2_v_C=O|Ar1_HOMO|Entry,0.9512450666960938,0.8833641510368826,0.4108300078265925,0
4,Ar1_LUMO|Ar2_HOMO|Entry|sum_enthalpy_hartree,0.943177025929476,0.8833573968244981,0.44352168115478874,0
3,Ar2_LUMO|Ar1_v_C=O|Ar2_NBO_=O,0.947689682542651,0.8833383943549888,0.42554603885839326,0
3,Ar2_LUMO|Ar1_v_C=O|Ar1_NBO_=O,0.9462832619980008,0.8833334418750638,0.431228732987522,0
5,Ar2_LUMO|Ar1_HOMO|Ar1_NBO_-O|Ar2_NBO_-O|Entry,0.9686096622976789,0.883307469692276,0.3296483212625722,0
4,Ar2_LUMO|Ar1_v_C=O|Ar2_NBO_C2|Entry,0.9539026407070692,0.8833041897848979,0.39947618908165844,0
4,Ar1_LUMO|Ar1_v_C=O|Ar2_HOMO|Ar1_I_C=O,0.9464409123457583,0.8832591870344932,0.4305954730786943,0
5,Ar2_LUMO|Ar1_v_C=O|Ar1_HOMO|Ar1_NBO_C2|Entry,0.9580258032625433,0.8832494844452639,0.38119225782693167,0
5,prod_homo_hartree|sum_homo_hartree|Ar2_v_C=O|Ar1_HOMO|Ar1_NBO_C2,0.9782782616638261,0.8832099830245022,0.2742206546943168,0
5,prod_homo_hartree|sum_homo_hartree|Ar2_v_C=O|Ar2_HOMO|Ar1_NBO_C2,0.978278261663826,0.8832099830245008,0.2742206546943174,0
5,prod_homo_hartree|Ar2_v_C=O|Ar2_HOMO|Ar1_HOMO|Ar1_NBO_C2,0.9782782616638259,0.8832099830244989,0.2742206546943185,0
5,Ar1_LUMO|Ar1_v_C=O|Ar2_NBO_=O|Ar2_HOMO|Ar1_I_C=O,0.9684979013990084,0.8831676027981729,0.3302346331830676,0
5,Ar1_LUMO|sum_homo_hartree|Ar2_v_C=O|Entry|sum_enthalpy_hartree,0.9673173454524032,0.883141783289727,0.336365570558109,0
4,Ar2_LUMO|Ar1_v_C=O|Ar2_HOMO|Entry,0.9556831743159793,0.8830631302108792,0.391685231803455,0
4,Ar1_LUMO|Ar2_v_C=O|Ar2_NBO_-O|Ar2_I_C=O,0.9607064641051222,0.883055312397578,0.3688191224044469,0
4,Ar1_LUMO|Ar1_v_C=O|ar2_enthalpy_hartree|sum_enthalpy_hartree,0.9668223176190491,0.8830268229916648,0.3389033775394349,0
5,Ar2_LUMO|Ar1_v_C=O|Ar2_NBO_C2|Entry|Ar2_I_C=O,0.9653252800493666,0.8828951475439728,0.34646498959902966,0
5,prod_homo_hartree|sum_homo_hartree|Ar1_v_C=O|Ar1_NBO_=O|Ar1_NBO_C2,0.9787523063167884,0.8828877029062114,0.2712119197520052,0
5,prod_homo_hartree|sum_homo_hartree|Ar1_v_C=O|Ar1_NBO_=O|sum_enthalpy_hartree,0.9730595610272079,0.8828695435786109,0.30539027878299757,0
5,sum_homo_hartree|Ar1_v_C=O|Ar2_NBO_-O|ar2_enthalpy_hartree|Ar1_I_C=O,0.9706515539928834,0.8828339463438453,0.318746503655446,0
5,Ar2_LUMO|sum_homo_hartree|Ar1_v_C=O|Ar1_NBO_-O|sum_enthalpy_hartree,0.9678180049629096,0.8827573613926124,0.33377926672680414,0
4,Ar2_LUMO|prod_homo_hartree|Ar1_NBO_C2|Entry,0.9436906085947548,0.882720461285716,0.4415127922586996,0
5,Ar1_LUMO|Ar2_LUMO|sum_homo_hartree|Entry|sum_enthalpy_hartree,0.9562277615916992,0.882718759921121,0.38927118078938167,0
4,Ar2_LUMO|prod_homo_hartree|Ar1_v_C=O|Ar1_NBO_C2,0.9527398696312396,0.8827137778543969,0.4044830547076937,0
5,Ar1_v_C=O|Ar2_NBO_-O|Ar2_NBO_C2|Ar2_I_C=O|sum_enthalpy_hartree,0.9638694741796062,0.88268757118395,0.35366331671303797,0
5,Ar2_LUMO|Ar1_v_C=O|Ar1_NBO_=O|Ar2_I_C=O|sum_enthalpy_hartree,0.9805492240963871,0.8825492550612002,0.2594904263554598,0
5,Ar2_v_C=O|Ar2_NBO_-O|Ar1_NBO_C2|Ar2_I_C=O|ar2_enthalpy_hartree,0.9661062431887404,0.8825300028749573,0.3425411323036296,0
5,Ar2_LUMO|Ar1_v_C=O|Ar1_NBO_C2|Ar2_I_C=O|sum_enthalpy_hartree,0.9785208472412721,0.8825222293022854,0.2726851250227358,0
4,Ar2_LUMO|Ar1_v_C=O|Ar2_HOMO|Ar1_NBO_C2,0.9526222365269781,0.8824442863660524,0.40498613231322167,0
5,Ar1_LUMO|Ar1_v_C=O|Ar2_HOMO|ar2_enthalpy_hartree|sum_enthalpy_hartree,0.9690059927713807,0.8824087688693885,0.32756066148165036,0
5,Ar2_LUMO|prod_homo_hartree|Ar1_v_C=O|Ar1_NBO_-O|sum_enthalpy_hartree,0.9679619856798566,0.8823952847870767,0.33303177343586093,0
5,Ar1_LUMO|Ar2_LUMO|Ar2_v_C=O|Ar2_NBO_=O|Ar2_I_C=O,0.966858671574812,0.88233493004883,0.3387176524622683,0
5,Ar2_LUMO|Ar1_v_C=O|Ar2_NBO_-O|Ar1_NBO_C2|Entry,0.9617447140993216,0.8823123106540942,0.3639138634023426,0
5,Ar2_LUMO|prod_homo_hartree|Ar2_HOMO|Ar1_NBO_-O|Entry,0.9694475995794984,0.8822891588780142,0.32521872518713324,0
5,Ar2_LUMO|sum_homo_hartree|Ar1_v_C=O|Ar2_NBO_-O|Entry,0.9668495834064567,0.8822811608597162,0.3387640916393878,0
5,Ar1_LUMO|prod_homo_hartree|sum_homo_hartree|Ar1_v_C=O|Ar2_I_C=O,0.971608201402701,0.8822087224443537,0.3135085051480192,0
5,Ar1_v_C=O|Ar2_HOMO|Ar2_NBO_C2|Entry|Ar2_I_C=O,0.9664602752434257,0.8821877185283133,0.34074745560133984,0
5,Ar1_LUMO|Ar2_LUMO|Ar1_HOMO|Ar1_NBO_-O|Entry,0.9683462681929662,0.8821377702657234,0.3310284600294142,0
5,Ar2_LUMO|Ar1_v_C=O|Ar2_HOMO|Ar1_NBO_-O|ar2_enthalpy_hartree,0.9700676055066523,0.8821048105907028,0.3219019478589911,0
5,Ar1_LUMO|prod_homo_hartree|Ar2_v_C=O|Ar2_NBO_=O|sum_enthalpy_hartree,0.9634374824291952,0.8819525535927318,0.35577130804815604,0
5,Ar2_LUMO|prod_homo_hartree|Ar1_v_C=O|Ar1_NBO_-O|Ar1_I_C=O,0.9694889247294308,0.8819211505938811,0.32499870548154386,0
5,Ar1_LUMO|Ar1_v_C=O|Ar2_NBO_C2|ar2_enthalpy_hartree|sum_enthalpy_hartree,0.9697494105233585,0.8819104508266576,0.32360840688131515,0
5,prod_homo_hartree|sum_homo_hartree|Ar1_v_C=O|Ar1_NBO_-O|sum_enthalpy_hartree,0.9648062970564253,0.881802349203553,0.3490481628099054,0
5,Ar2_LUMO|Ar1_HOMO|Ar2_NBO_C2|Entry|ar2_enthalpy_hartree,0.9578662570553645,0.8817386739859147,0.3819160369617263,0
5,Ar1_LUMO|sum_homo_hartree|Ar2_v_C=O|Ar2_NBO_=O|sum_enthalpy_hartree,0.9634417267539472,0.881603766884953,0.35575065776347053,0
5,Ar1_LUMO|prod_homo_hartree|Ar2_v_C=O|Ar2_NBO_=O|ar2_enthalpy_hartree,0.9658720284955498,0.8815668304997297,0.3437226189722479,0
3,Ar1_LUMO|Ar2_HOMO|Entry,0.9309548912618599,0.8815316727696519,0.48889920766629313,0
5,Ar2_LUMO|prod_homo_hartree|sum_homo_hartree|Ar1_v_C=O|Entry,0.9682700325408052,0.8815192680514008,0.3314268489792489,0
5,Ar2_v_C=O|Ar1_NBO_-O|Ar2_I_C=O|Ar1_I_C=O|sum_enthalpy_hartree,0.9696010523819822,0.8814247518446983,0.3244009736155764,0
5,Ar1_LUMO|sum_homo_hartree|Ar2_v_C=O|Ar2_NBO_=O|ar2_enthalpy_hartree,0.9658765325201575,0.88135013128743,0.343699936900214,0
5,Ar1_LUMO|prod_homo_hartree|Ar2_NBO_C2|Entry|sum_enthalpy_hartree,0.9564542368428708,0.8813472234256523,0.3882628405515537,0
5,Ar2_LUMO|Ar1_v_C=O|Ar2_HOMO|Ar1_NBO_-O|sum_enthalpy_hartree,0.9680062614453446,0.8813413360770046,0.33280157292363255,0
5,Ar1_LUMO|Ar2_LUMO|prod_homo_hartree|Entry|sum_enthalpy_hartree,0.95592192578108,0.8812196282941576,0.39062872885402433,0
4,Ar2_NBO_=O|Ar2_NBO_-O|Ar1_NBO_C2|Ar2_I_C=O,0.9586120538204863,0.8812099393534261,0.3785208549118824,0
5,Ar1_LUMO|prod_homo_hartree|sum_homo_hartree|Ar1_NBO_-O|Entry,0.9581012205475271,0.8811712541570632,0.3808496496000059,0
5,Ar2_v_C=O|Ar1_NBO_=O|Ar2_NBO_-O|Ar2_I_C=O|sum_enthalpy_hartree,0.9672972979118509,0.8811068007851978,0.33646871806465456,0
5,Ar1_LUMO|Ar1_v_C=O|Ar2_v_C=O|Ar2_NBO_=O|Ar1_I_C=O,0.9673329601913773,0.881102751738689,0.3362852085411958,0
4,Ar2_LUMO|sum_homo_hartree|Ar1_NBO_C2|Entry,0.9431156736056179,0.8809523402156596,0.44376105391913834,0
5,Ar1_LUMO|Ar2_LUMO|Ar2_v_C=O|Entry|sum_enthalpy_hartree,0.9667853982600505,0.8809380031029588,0.3390918870389867,0
4,Ar1_LUMO|Ar1_v_C=O|Ar2_v_C=O|ar2_enthalpy_hartree,0.9668142960752445,0.8808572538122728,0.338944344294721,0
5,Ar2_LUMO|Ar1_NBO_=O|Ar1_HOMO|Entry|ar2_enthalpy_hartree,0.9598213453102802,0.8806438303504286,0.3729499643809131,0
5,Ar1_LUMO|Ar1_v_C=O|Ar2_HOMO|Ar1_NBO_=O|ar2_enthalpy_hartree,0.9550871270971253,0.8806174548298098,0.3943104551143146,0
5,Ar2_LUMO|sum_homo_hartree|Ar2_v_C=O|Ar2_NBO_-O|Entry,0.9654276182584602,0.8806150628822433,0.34595333720875354,0
5,Ar1_LUMO|Ar2_v_C=O|Ar1_NBO_=O|Entry|ar2_enthalpy_hartree,0.9689102418373797,0.8806070776611584,0.32806624394339406,0
5,Ar2_LUMO|Ar1_v_C=O|Ar2_v_C=O|ar2_enthalpy_hartree|sum_enthalpy_hartree,0.9701982370193106,0.8805964267650239,0.32119875456436364,0
5,Ar2_LUMO|Ar2_v_C=O|Ar1_NBO_=O|Entry|Ar2_I_C=O,0.9704309103209616,0.880209150260193,0.319942439348124,0
5,Ar1_LUMO|Ar2_v_C=O|Ar2_NBO_=O|Ar1_HOMO|ar2_enthalpy_hartree,0.9666963421148489,0.8800636668867894,0.3395461752091368,0
4,Ar2_LUMO|Ar1_v_C=O|Ar1_NBO_-O|Ar1_NBO_C2,0.9548716923048014,0.8799695134698535,0.39525502357309494,0
5,Ar1_LUMO|prod_homo_hartree|Ar2_v_C=O|Entry|sum_enthalpy_hartree,0.9673276132200891,0.8798791286367252,0.33631272915206706,0
5,Ar1_LUMO|Ar1_v_C=O|Ar2_v_C=O|Ar2_I_C=O|Ar1_I_C=O,0.9697217687073099,0.879862831236808,0.3237562235307709,0
5,Ar1_v_C=O|Ar2_NBO_=O|Ar2_NBO_-O|Ar2_I_C=O|Ar1_I_C=O,0.9650273241207445,0.8798275821554118,0.34795037263692363,0
5,Ar1_NBO_=O|Ar1_NBO_-O|Ar2_NBO_C2|Entry|Ar1_I_C=O,0.9623218045185196,0.8797177588294394,0.36115856766303917,0
5,Ar2_LUMO|sum_homo_hartree|Ar1_v_C=O|Ar1_NBO_-O|ar2_enthalpy_hartree,0.9702278317056963,0.8796284119750354,0.32103923149321356,0
5,Ar2_LUMO|prod_homo_hartree|Ar1_v_C=O|Ar1_NBO_-O|ar2_enthalpy_hartree,0.970328506587741,0.8796176933897828,0.3204959731750225,0
5,Ar1_LUMO|sum_homo_hartree|Ar2_NBO_=O|Entry|ar2_enthalpy_hartree,0.957155162407313,0.8796128745006215,0.385125366784231,0
5,Ar2_LUMO|prod_homo_hartree|Ar2_v_C=O|Ar2_NBO_-O|Entry,0.9651381507920844,0.8795805949494372,0.34739861645109926,0
5,sum_homo_hartree|Ar2_NBO_=O|Ar1_NBO_C2|Entry|Ar1_I_C=O,0.9572409908117178,0.8793819559692646,0.3847394245296686,0
5,Ar1_LUMO|Ar2_LUMO|Ar2_v_C=O|Ar1_HOMO|ar2_enthalpy_hartree,0.9647418043788386,0.8793004838224285,0.34936783288257495,0
5,Ar1_LUMO|prod_homo_hartree|Ar2_NBO_=O|Entry|ar2_enthalpy_hartree,0.9572294586898134,0.8788676705244582,0.38479130322042643,0
5,Ar1_LUMO|Ar2_LUMO|Ar1_v_C=O|Ar1_HOMO|sum_enthalpy_hartree,0.9688975446027628,0.8787303228217656,0.32813322916771304,0
4,prod_homo_hartree|sum_homo_hartree|Ar1_v_C=O|Ar1_NBO_=O,0.970244062119879,0.8787262950868265,0.32095171166625813,0
5,Ar2_LUMO|prod_homo_hartree|Ar1_v_C=O|Ar2_NBO_-O|ar2_enthalpy_hartree,0.970185928121589,0.878709566820339,0.3212650794067913,0
5,Ar2_LUMO|prod_homo_hartree|sum_homo_hartree|Entry|ar2_enthalpy_hartree,0.9476442171305033,0.8786681379851213,0.42573092995466905,0
4,Ar1_LUMO|Ar2_LUMO|Entry|ar2_enthalpy_hartree,0.9470248485673309,0.8786585960456434,0.42824172315549436,0
4,prod_homo_hartree|sum_homo_hartree|Ar1_v_C=O|Ar2_NBO_-O,0.9648421606673337,0.8786130646151671,0.3488702713523414,0
5,Ar1_LUMO|Ar2_v_C=O|Ar2_NBO_C2|Ar1_NBO_C2|Ar2_I_C=O,0.9624463105723222,0.878538834447032,0.3605613570427486,0
3,Ar2_LUMO|Ar1_HOMO|Entry,0.9374336962175016,0.8785182834243741,0.46539651190106474,0
5,Ar2_LUMO|sum_homo_hartree|Ar1_v_C=O|Ar2_NBO_-O|ar2_enthalpy_hartree,0.9700881471746752,0.8784193013363794,0.32179147327248264,0
5,Ar1_LUMO|Ar2_v_C=O|Ar1_NBO_=O|Ar2_I_C=O|Ar1_I_C=O,0.9686040234404952,0.8784045636912973,0.32967792840395704,0
5,Ar2_LUMO|sum_homo_hartree|Ar2_v_C=O|Ar1_HOMO|sum_enthalpy_hartree,0.9692648841898209,0.878383344843405,0.32618974362619535,0
5,Ar2_LUMO|Ar2_v_C=O|Ar2_HOMO|Ar1_HOMO|sum_enthalpy_hartree,0.9692648841898209,0.878383344843405,0.32618974362619535,0
5,Ar2_LUMO|sum_homo_hartree|Ar2_v_C=O|Ar2_HOMO|sum_enthalpy_hartree,0.9692648841898209,0.8783833448434046,0.32618974362619535,0
5,Ar2_LUMO|sum_homo_hartree|Ar1_NBO_=O|Entry|sum_enthalpy_hartree,0.9570059735205807,0.8782559591720198,0.3857953015764102,0
5,Ar2_LUMO|Ar1_v_C=O|Ar1_NBO_-O|Ar2_I_C=O|sum_enthalpy_hartree,0.9747770040680057,0.8782558907508196,0.2954957298713502,0
5,Ar1_LUMO|prod_homo_hartree|sum_homo_hartree|Ar1_v_C=O|sum_enthalpy_hartree,0.9657795004701345,0.8782456216645779,0.34418825531391967,0
3,Ar1_LUMO|Ar2_NBO_=O|Ar2_I_C=O,0.9427168784619169,0.8782439968576945,0.445313860108951,0
5,Ar2_LUMO|prod_homo_hartree|Ar1_v_C=O|Ar1_NBO_C2|Entry,0.9581437727953708,0.8782069772526921,0.38065620571363995,0
5,Ar1_LUMO|prod_homo_hartree|Ar1_v_C=O|ar2_enthalpy_hartree|sum_enthalpy_hartree,0.9682895582433477,0.8781631712531989,0.3313248580466771,0
5,prod_homo_hartree|Ar1_v_C=O|Ar2_NBO_-O|ar2_enthalpy_hartree|Ar1_I_C=O,0.9696795447515646,0.8780315730783332,0.323981889054902,0
5,Ar2_LUMO|Ar1_NBO_=O|Ar1_HOMO|Entry|sum_enthalpy_hartree,0.9593414304391292,0.8779370393030991,0.37517070737881203,0
4,Ar1_LUMO|sum_homo_hartree|Ar2_v_C=O|Entry,0.9493491572938432,0.8779123389752187,0.418741700281396,0
5,Ar2_NBO_=O|Ar2_HOMO|Ar2_NBO_-O|Ar1_NBO_C2|Ar2_I_C=O,0.9689224277953897,0.8778822828229782,0.3280019431329124,0
5,Ar1_LUMO|Ar1_v_C=O|Ar2_NBO_=O|Entry|Ar2_I_C=O,0.9588817114474725,0.8778477370514646,0.3772857388175561,0
5,Ar1_LUMO|Ar2_NBO_=O|Ar2_HOMO|Entry|ar2_enthalpy_hartree,0.9578678947317555,0.8778370162080539,0.3819086146333138,0
5,Ar2_LUMO|Ar1_v_C=O|Ar1_NBO_=O|Ar1_NBO_C2|Ar2_I_C=O,0.9588710885456143,0.877738981813706,0.3773344715188965,0
4,Ar1_LUMO|prod_homo_hartree|Ar2_v_C=O|Entry,0.9496816264548381,0.8777257649368125,0.41736513966522737,0
5,Ar2_LUMO|Ar1_HOMO|Ar1_NBO_-O|Entry|Ar2_I_C=O,0.9686299598603454,0.8777231935374491,0.32954172573129964,0
5,Ar2_LUMO|Ar1_v_C=O|Ar2_NBO_=O|Ar2_NBO_-O|ar2_enthalpy_hartree,0.9708340929044601,0.8776995181343621,0.31775370162311667,0
5,Ar2_LUMO|sum_homo_hartree|Ar1_v_C=O|Ar1_NBO_C2|Entry,0.9580312880027532,0.8776318303158614,0.38116735194462653,0
5,Ar1_LUMO|sum_homo_hartree|Ar1_v_C=O|ar2_enthalpy_hartree|sum_enthalpy_hartree,0.9679938455796948,0.8776210127336475,0.3328661421018827,0
5,Ar1_LUMO|Ar2_v_C=O|Ar1_HOMO|Ar2_NBO_C2|Ar2_I_C=O,0.9680671206023191,0.8775996050956295,0.33248489120462077,0
4,Ar1_LUMO|Ar2_NBO_=O|Ar2_I_C=O|sum_enthalpy_hartree,0.9511893783789952,0.8775638782672918,0.41106456770536776,0
5,Ar2_LUMO|Ar1_v_C=O|Ar1_NBO_-O|Entry|sum_enthalpy_hartree,0.9741672820167804,0.8775159670485054,0.29904595051256544,0
5,Ar1_LUMO|Ar2_LUMO|Entry|ar2_enthalpy_hartree|sum_enthalpy_hartree,0.9470355254855953,0.87723893492445,0.4281985658245844,0
5,Ar2_LUMO|prod_homo_hartree|Ar1_NBO_=O|Entry|sum_enthalpy_hartree,0.9567397983555431,0.8772158029558558,0.38698768444870707,0
5,Ar2_v_C=O|Ar2_NBO_=O|Ar2_NBO_-O|Ar1_NBO_C2|Ar2_I_C=O,0.9628306122274577,0.8771588883458249,0.35871172988582073,0
5,Ar2_v_C=O|Ar1_NBO_-O|Ar2_NBO_C2|Ar2_I_C=O|Ar1_I_C=O,0.9635350204547958,0.8771581547129352,0.35529644461771054,0
5,Ar1_LUMO|Ar2_LUMO|Ar2_v_C=O|Ar2_NBO_=O|ar2_enthalpy_hartree,0.9678831674618046,0.8771017874107464,0.33344117531736234,0
5,Ar2_LUMO|Ar1_v_C=O|Ar1_HOMO|Ar2_NBO_-O|ar2_enthalpy_hartree,0.9699742488344538,0.8770799896746501,0.322403549876056,0
4,Ar2_LUMO|Ar1_v_C=O|Ar1_NBO_=O|Ar2_I_C=O,0.9554099619550447,0.8770303745976061,0.39289074255573525,0
