category,target,k,features,R2,Q2,RMSE,CV,equation
azoarene_svr_rbf_c10_eps01_g003,ln(kobs),4,ar2_homo_hartree|ar2_isotropic_polarizability_au|ar2_Ar_LUMO|ar1_q_a,0.6228269460876719,0.4845177212749153,2.7207656959714286,LOOCV,ln(kobs) = <nonlinear model; no closed-form linear equation>
azoarene_svr_rbf_c10_eps01_g003,ln(kobs),5,ar2_Ar_HOMO|ar2_Ar_polar|ar2_enthalpy_hartree|ar2_lumo_hartree|ar1_bond_length_c_e,0.6363686886515776,0.48424288538739535,2.6714770661273195,LOOCV,ln(kobs) = <nonlinear model; no closed-form linear equation>
azoarene_svr_rbf_c10_eps01_g003,ln(kobs),5,ar2_Ar_HOMO|ar2_Ar_polar|ar2_enthalpy_hartree|ar2_Ar_LUMO|ar1_bond_length_c_e,0.6363686886515776,0.48424288538739535,2.6714770661273195,LOOCV,ln(kobs) = <nonlinear model; no closed-form linear equation>
azoarene_svr_rbf_c10_eps01_g003,ln(kobs),5,ar2_Ar_HOMO|ar2_isotropic_polarizability_au|ar2_enthalpy_hartree|ar2_lumo_hartree|ar1_bond_length_c_e,0.6363686886515776,0.48424288538739535,2.6714770661273195,LOOCV,ln(kobs) = <nonlinear model; no closed-form linear equation>
azoarene_svr_rbf_c10_eps01_g003,ln(kobs),5,ar2_Ar_HOMO|ar2_isotropic_polarizability_au|ar2_enthalpy_hartree|ar2_Ar_LUMO|ar1_bond_length_c_e,0.6363686886515776,0.48424288538739535,2.6714770661273195,LOOCV,ln(kobs) = <nonlinear model; no closed-form linear equation>
azoarene_svr_rbf_c10_eps01_g003,ln(kobs),5,ar2_homo_hartree|ar2_Ar_polar|ar2_enthalpy_hartree|ar2_lumo_hartree|ar1_bond_length_c_e,0.6363686886515776,0.48424288538739535,2.6714770661273195,LOOCV,ln(kobs) = <nonlinear model; no closed-form linear equation>
azoarene_svr_rbf_c10_eps01_g003,ln(kobs),5,ar2_homo_hartree|ar2_Ar_polar|ar2_enthalpy_hartree|ar2_Ar_LUMO|ar1_bond_length_c_e,0.6363686886515776,0.48424288538739535,2.6714770661273195,LOOCV,ln(kobs) = <nonlinear model; no closed-form linear equation>
azoarene_svr_rbf_c10_eps01_g003,ln(kobs),5,ar2_homo_hartree|ar2_isotropic_polarizability_au|ar2_enthalpy_hartree|ar2_lumo_hartree|ar1_bond_length_c_e,0.6363686886515776,0.48424288538739535,2.6714770661273195,LOOCV,ln(kobs) = <nonlinear model; no closed-form linear equation>
azoarene_svr_rbf_c10_eps01_g003,ln(kobs),5,ar2_homo_hartree|ar2_isotropic_polarizability_au|ar2_enthalpy_hartree|ar2_Ar_LUMO|ar1_bond_length_c_e,0.6363686886515776,0.48424288538739535,2.6714770661273195,LOOCV,ln(kobs) = <nonlinear model; no closed-form linear equation>
azoarene_svr_rbf_c10_eps01_g003,ln(kobs),5,ar2_Ar_HOMO|ar2_Ar_polar|ar2_gibbs_free_energy_hartree|ar2_lumo_hartree|ar1_bond_length_c_e,0.6363616600584048,0.48424091365618926,2.671502884358795,LOOCV,ln(kobs) = <nonlinear model; no closed-form linear equation>
azoarene_svr_rbf_c10_eps01_g003,ln(kobs),5,ar2_Ar_HOMO|ar2_Ar_polar|ar2_gibbs_free_energy_hartree|ar2_Ar_LUMO|ar1_bond_length_c_e,0.6363616600584048,0.48424091365618926,2.671502884358795,LOOCV,ln(kobs) = <nonlinear model; no closed-form linear equation>
azoarene_svr_rbf_c10_eps01_g003,ln(kobs),5,ar2_Ar_HOMO|ar2_isotropic_polarizability_au|ar2_gibbs_free_energy_hartree|ar2_lumo_hartree|ar1_bond_length_c_e,0.6363616600584048,0.48424091365618926,2.671502884358795,LOOCV,ln(kobs) = <nonlinear model; no closed-form linear equation>
azoarene_svr_rbf_c10_eps01_g003,ln(kobs),5,ar2_Ar_HOMO|ar2_isotropic_polarizability_au|ar2_gibbs_free_energy_hartree|ar2_Ar_LUMO|ar1_bond_length_c_e,0.6363616600584048,0.48424091365618926,2.671502884358795,LOOCV,ln(kobs) = <nonlinear model; no closed-form linear equation>
azoarene_svr_rbf_c10_eps01_g003,ln(kobs),5,ar2_homo_hartree|ar2_Ar_polar|ar2_gibbs_free_energy_hartree|ar2_lumo_hartree|ar1_bond_length_c_e,0.6363616600584048,0.48424091365618926,2.671502884358795,LOOCV,ln(kobs) = <nonlinear model; no closed-form linear equation>
azoarene_svr_rbf_c10_eps01_g003,ln(kobs),5,ar2_homo_hartree|ar2_Ar_polar|ar2_gibbs_free_energy_hartree|ar2_Ar_LUMO|ar1_bond_length_c_e,0.6363616600584048,0.48424091365618926,2.671502884358795,LOOCV,ln(kobs) = <nonlinear model; no closed-form linear equation>
azoarene_svr_rbf_c10_eps01_g003,ln(kobs),5,ar2_homo_hartree|ar2_isotropic_polarizability_au|ar2_gibbs_free_energy_hartree|ar2_lumo_hartree|ar1_bond_length_c_e,0.6363616600584048,0.48424091365618926,2.671502884358795,LOOCV,ln(kobs) = <nonlinear model; no closed-form linear equation>
azoarene_svr_rbf_c10_eps01_g003,ln(kobs),5,ar2_homo_hartree|ar2_isotropic_polarizability_au|ar2_gibbs_free_energy_hartree|ar2_Ar_LUMO|ar1_bond_length_c_e,0.6363616600584048,0.48424091365618926,2.671502884358795,LOOCV,ln(kobs) = <nonlinear model; no closed-form linear equation>
azoarene_svr_rbf_c10_eps01_g003,ln(kobs),5,ar2_Ar_HOMO|rate kobs (s-1)|ar1_bond_length_c_a|ar2_lumo_hartree|ar2_gap_hartree,0.6779350590658388,0.4842274808765593,2.5141578424860893,LOOCV,ln(kobs) = <nonlinear model; no closed-form linear equation>
