feature,importance_mean,importance_std
prod_homo_hartree,0.6387006747188527,0.1325102429483745
ar2_q_g,0.4007254082295756,0.10087519119985718
prod_lumo_hartree,0.24239571063981052,0.11852424847880513
ar2_scf_energy_hartree,0.18973148910834226,0.049847672746190036
