category,target,k,features,R2,Q2,RMSE,CV,equation
azoarene_svr_linear_c10_eps01,ln(kobs),4,ar2_Ar_HOMO|ar2_homo_hartree|ar1_nbo_q_a|ar1_Ar_NBO_OH,0.5881703508683321,0.4883258910652526,2.8430180638881724,LOOCV,ln(kobs) = -123.72 + 55.64*ar2_Ar_HOMO + 55.64*ar2_homo_hartree - 103.35*ar1_nbo_q_a - 103.35*ar1_Ar_NBO_OH
azoarene_svr_linear_c10_eps01,ln(kobs),3,ar2_Ar_HOMO|ar2_homo_hartree|ar1_nbo_q_a,0.5881613577781263,0.48781003393802747,2.8430491050946296,LOOCV,ln(kobs) = -123.73 + 55.65*ar2_Ar_HOMO + 55.65*ar2_homo_hartree - 206.71*ar1_nbo_q_a
azoarene_svr_linear_c10_eps01,ln(kobs),3,ar2_Ar_HOMO|ar2_homo_hartree|ar1_Ar_NBO_OH,0.5881613577781263,0.48781003393802747,2.8430491050946296,LOOCV,ln(kobs) = -123.73 + 55.65*ar2_Ar_HOMO + 55.65*ar2_homo_hartree - 206.71*ar1_Ar_NBO_OH
azoarene_svr_linear_c10_eps01,ln(kobs),4,ar2_Ar_HOMO|ar1_bond_length_c_a|ar1_nbo_q_a|ar1_Ar_NBO_OH,0.5622202214701193,0.46859290538998766,2.931221670812637,LOOCV,ln(kobs) = 102.96 + 111.37*ar2_Ar_HOMO - 197.79*ar1_bond_length_c_a - 131.89*ar1_nbo_q_a - 131.89*ar1_Ar_NBO_OH
azoarene_svr_linear_c10_eps01,ln(kobs),4,ar2_homo_hartree|ar1_bond_length_c_a|ar1_nbo_q_a|ar1_Ar_NBO_OH,0.5622202214701193,0.46859290538998766,2.931221670812637,LOOCV,ln(kobs) = 102.96 + 111.37*ar2_homo_hartree - 197.79*ar1_bond_length_c_a - 131.89*ar1_nbo_q_a - 131.89*ar1_Ar_NBO_OH
azoarene_svr_linear_c10_eps01,ln(kobs),3,ar2_Ar_HOMO|ar2_Ar_Ster_B5|ar1_nbo_q_a,0.6002332917995608,0.4677985349506665,2.801071058021994,LOOCV,ln(kobs) = -101.46 + 88.35*ar2_Ar_HOMO + 0.61*ar2_Ar_Ster_B5 - 161.51*ar1_nbo_q_a
azoarene_svr_linear_c10_eps01,ln(kobs),3,ar2_Ar_HOMO|ar2_Ar_Ster_B5|ar1_Ar_NBO_OH,0.6002332917995608,0.4677985349506665,2.801071058021994,LOOCV,ln(kobs) = -101.46 + 88.35*ar2_Ar_HOMO + 0.61*ar2_Ar_Ster_B5 - 161.51*ar1_Ar_NBO_OH
azoarene_svr_linear_c10_eps01,ln(kobs),3,ar2_Ar_HOMO|ar2_sterimol_B5|ar1_nbo_q_a,0.6002332917995608,0.4677985349506665,2.801071058021994,LOOCV,ln(kobs) = -101.46 + 88.35*ar2_Ar_HOMO + 0.61*ar2_sterimol_B5 - 161.51*ar1_nbo_q_a
azoarene_svr_linear_c10_eps01,ln(kobs),3,ar2_Ar_HOMO|ar2_sterimol_B5|ar1_Ar_NBO_OH,0.6002332917995608,0.4677985349506665,2.801071058021994,LOOCV,ln(kobs) = -101.46 + 88.35*ar2_Ar_HOMO + 0.61*ar2_sterimol_B5 - 161.51*ar1_Ar_NBO_OH
azoarene_svr_linear_c10_eps01,ln(kobs),3,ar2_homo_hartree|ar2_Ar_Ster_B5|ar1_nbo_q_a,0.6002332917995608,0.4677985349506665,2.801071058021994,LOOCV,ln(kobs) = -101.46 + 88.35*ar2_homo_hartree + 0.61*ar2_Ar_Ster_B5 - 161.51*ar1_nbo_q_a
azoarene_svr_linear_c10_eps01,ln(kobs),3,ar2_homo_hartree|ar2_Ar_Ster_B5|ar1_Ar_NBO_OH,0.6002332917995608,0.4677985349506665,2.801071058021994,LOOCV,ln(kobs) = -101.46 + 88.35*ar2_homo_hartree + 0.61*ar2_Ar_Ster_B5 - 161.51*ar1_Ar_NBO_OH
